RETAILSTOREID,STORENAME,PHONE,CONTACTFIRSTNAME,CONTACTLASTNAME,ADDRESS,ZIPCODE,CITYID
5347,THE BICYCLE CENTRE,206-252-1441, , ,4718 EVERGREEN WAY,98203-2831,5591
5348,THE BICYCLE CHAIN,610-449-2450, , ,26 BROOKLINE BLVD,19083-3802,6188
5349,THE BICYCLE CONNECTION,815-966-2453, , ,2408 N MAIN ST,61103-4046,1844
5350,THE BICYCLE CONNECTION,504-279-7433, , ,2001 E JUDGE PEREZ DR,70043-5866,2169
5351,THE BICYCLE CONNECTION,515-277-1335, , ,2401 HICKMAN RD,50310-6135,1548
5352,THE BICYCLE DEPOT,208-773-8081, , ,306 N SPOKANE ST,83854-7016,1610
5353,THE BICYCLE DOCTOR,914-344-1414, , ,30 E MAIN ST,10940-5808,3969
5354,THE BICYCLE EXCHANGE,703-323-0500, , ,9514 MAIN ST,22031-4031,5439
5355,THE BICYCLE EXCHANGE,301-530-0100, , ,10219 OLD GEORGETOWN RD,20814-1901,2527
5356,THE BICYCLE EXCHANGE,202-244-2800, , ,4000 WISCONSIN AVE NW,20016-2800,5927
5357,THE BICYCLE EXCHANGE,703-522-1110, , ,3121 LEE HWY,22201-4207,5405
5358,THE BICYCLE EXCHANGE,703-768-3444, , ,1506 BELLE VIEW BLVD # C,22307-6530,5402
5359,THE BICYCLE EXCHANGE,202-337-8600, , ,3411 M ST NW,20007-3516,5927
5360,THE BICYCLE EXCHANGE,703-371-2090, , ,533 JEFFERSON DAVIS HWY,22401-4420,5448
5361,THE BICYCLE FACTORY,415-892-5538, , ,1111 GRANT AVE,94945-3113,541
5362,THE BICYCLE FACTORY,707-763-7515, , ,110 KENTUCKY ST,94952-2926,578
5363,THE BICYCLE FACTORY,707-829-1880, , ,195 N MAIN ST,95472-3448,670
5364,THE BICYCLE HUB,908-972-8822, , ,455 COUNTY ROAD 520,07746-2200,3573
5365,THE BICYCLE II,201-489-1717, , ,308 E STATE RT 4,07652-5105,3622
5366,THE BICYCLE JUNCTION,707-762-3367, , ,609 E WASHINGTON ST,94952-3219,578
5367,THE BICYCLE LINK,803-686-2981, , ,400 PLANTATION CTR,29928,4905
5368,THE BICYCLE LINK,912-355-4771, , ,7064 HODGSON MEMORIAL DR,31406-2529,1460
5369,THE BICYCLE LIVERY,970-867-2941, , ,531 MAIN ST,80701-2131,794
5370,THE BICYCLE MAN,607-587-8835, , ,570 MAIN,14803,5943
5371,THE BICYCLE MART,818-244-9989, , ,1601 S BRAND BLVD,91204-2813,404
5372,THE BICYCLE OUTFITTER,415-948-8092, , ,963 FREMONT AVE,94024-6013,486
5373,THE BICYCLE PEDDLER,815-469-3594, , ,20601 RT 45,60423,1709
5374,THE BICYCLE PLACE INC,301-460-0420, , ,13605 CONNECTICUT AVE,20906-2914,2520
5375,THE BICYCLE PLACE INC,301-340-6440, , ,855 ROCKVILLE PIKE STE B,20852-1230,2644
5376,THE BICYCLE PLACE INC,301-588-6160, , ,9521 COLESVILLE RD,20901-4843,2655
5377,THE BICYCLE RACK,616-773-6411, , ,1790 ROBERTS ST,49442-6065,2850
5378,THE BICYCLE RACK,707-263-1200, , ,350 N MAIN ST,95453-4808,6259
5379,THE BICYCLE SHACK,816-761-3233, , ,10415 BLUE RIDGE BLVD,64134-1916,3083
5380,THE BICYCLE SHOP,305-672-5582, , ,824 WASHINGTON AVE,33139-5803,1187
5381,THE BICYCLE SHOP,517-348-6868, , ,200 E MICHIGAN AV,49738,6167
5382,THE BICYCLE SHOP,805-934-2003, , ,1110 E CLARK AVE,93455-5137,660
5383,THE BICYCLE SHOP,216-652-0412, , ,431 INDIANA AVE,44437-1923,6301
5384,THE BICYCLE SHOP,419-423-2729, , ,111 E SANDUSKY ST,45840-4901,4207
5385,THE BICYCLE SHOP,814-238-9422, , ,441 W COLLEGE AVE,16801-3814,4781
5386,THE BICYCLE SHOP,910-455-1011, , ,909 N MARINE BLVD,28540-6194,3265
5387,THE BICYCLE SHOP,910-485-7792, , ,2731 BRAGG BLVD,28303-4145,3248
5388,THE BICYCLE SHOP,941-488-4490, , ,336 VENICE BY-PASS,34293,1308
5389,THE BICYCLE SHOP,601-323-2555, , ,LA GALERIE SHOPPING MALL,39759,3199
5390,THE BICYCLE SHOP,317-392-6853, , ,859 S HARRISON ST,46176-2612,2003
5391,THE BICYCLE SHOP,209-526-3887, , ,1313 J ST,95354-0924,517
5392,THE BICYCLE SHOP,409-833-6939, , ,4444 HIGHLAND AVE,77705-5205,5071
5393,THE BICYCLE SHOP,910-766-5564, , ,CLEMMONS CENTER,27012,3239
5394,THE BICYCLE SHOP,201-384-2525, , ,24 N WASHINGTON AVE,07621-2126,3438
5395,THE BICYCLE SHOP,509-235-2297, , ,416 -1ST,99004,5572
5396,THE BICYCLE SHOP,504-344-5624, , ,3315 HIGHLAND RD,70802-7923,2158
5397,THE BICYCLE SHOP,515-961-4742, , ,HWY 92 W,50125,1557
5398,THE BICYCLE SHOP,205-758-4906, , ,1408 UNIVERSITY BLVD,35401-1634,100
5399,THE BICYCLE SHOP,501-329-3056, , ,MARKHAM & VAN RONKLE,72032,116
5400,THE BICYCLE SHOP,505-538-5694, , ,HWY 180 E,88061,3765
5401,THE BICYCLE SHOP NORTHPORT,205-333-8198, , ,738 MCFARLAND BLVD,35476-3335,69
5402,THE BICYCLE SHOPPE,803-722-8168, , ,280 MEETING ST,29401-1531,5901
5403,THE BICYCLE SHOPPE,360-354-3310, , ,508 FRONT ST,98264-1923,5621
5404,THE BICYCLE SHOPPE OF NAPLES,941-566-3646, , ,813 VANDERBILT BEACH RD,33963-8701,1199
5405,THE BICYCLE SOURCE,504-752-2453, , ,5517 JONES CREEK RD,70817-2156,2158
5406,THE BICYCLE STOP,419-729-5360, , ,5105 N SUMMIT ST,43611-2733,4357
5407,THE BICYCLE STORE,405-634-8080, , ,6052 S WESTERN AVE,73139-1602,4439
5408,THE BICYCLE STORE,310-420-9004, , ,4210 WOODRUFF AVE,90713-3143,463
5409,THE BICYCLE STORE,304-253-5202, , ,112 MARSHALL AVE,25801-4911,5812
5410,THE BICYCLE STORE,405-752-8402, , ,11100 N PENNSYLVANIA AVE,73120-7618,4439
5411,THE BICYCLE TRIP,408-427-2580, , ,1127 SOQUEL AVE,95062-2105,658
5412,THE BICYCLE WERKS,916-275-4654, , ,4645 SHASTA DAM BLVD,96019-9413,6036
5413,THE BICYCLE WORKS,301-421-1199, , ,15498 OLD COLUMBIA PIKE,20866-1632,2533
5414,THE BIKE BARN,217-537-3251, , ,RR 1,62086-9801,6487
5415,THE BIKE BARN,515-275-2981, , ,NW 6TH & ELM,50212,6371
5416,THE BIKE BARN,515-664-3739, , ,RR 1,52537-9801,5990
5417,THE BIKE BEAT,714-974-6465, , ,3135 N GLASSELL ST,92665-1007,552
5418,THE BIKE BUILDERS,310-947-9692, , ,16405 WHITTIER BLVD,90603-3044,747
5419,THE BIKE BUZZARD,706-549-8395, , ,400 FOUNDRY ST,30601-2623,1367
5420,THE BIKE CAFE,408-458-9286, , ,318 PACIFIC AVE,95060-4923,658
5421,THE BIKE CENTER,513-523-4880, , ,11 W CHURCH ST,45056-1297,4309
5422,THE BIKE CHAIN,408-274-2919, , ,2721 ABORN RD,95121-1205,642
5423,THE BIKE COMPANY,402-379-2437, , ,406 NORFOLK AVE,68701-5235,3351
5424,THE BIKE CONNECTION,415-424-8034, , ,2086 EL CAMINO REAL,94306-1123,568
5425,THE BIKE CONNECTION,415-327-3318, , ,622 SANTA CRUZ AVE,94025-4503,508
5426,THE BIKE CONNECTION,504-647-9352, , ,108 E ASCENSION ST,70737-2908,2183
5427,THE BIKE CONNECTIONS,818-995-5788, , ,13701 VENTURA BLVD,91423-3023,6470
5428,THE BIKE COOP LTD,505-265-5170, , ,3407 CENTRAL AVE NE,87106-1431,3734
5429,THE BIKE CORRAL,614-345-4708, , ,407 W CHURCH ST,43055-4238,4286
5430,THE BIKE DOCTOR,803-249-8152, , ,315 SEA MOUNTAIN HWY,29582-2443,4921
5431,THE BIKE DOCTOR,614-788-8891, , ,176 S 30TH ST,43055-1941,4286
5432,THE BIKE DOCTOR,610-356-3227, , ,388 BISHOP HOLLOW RD,19073-3901,6356
5433,THE BIKE DOCTOR,415-759-7431, , ,2455 27TH AVE,94116-2304,639
5434,THE BIKE DOCTOR,415-924-6644, , ,26 TAMALPAIS DR,94925-1414,323
5435,THE BIKE DOCTOR,803-681-7531, , ,160 TRIANGLE SQUARE,29926,4905
5436,THE BIKE DR,209-255-0770, , ,4791 E MCKINLEY AVE,93703-3535,395
5437,THE BIKE FACTORY,818-781-7522, , ,5554 WOODMAN AVE,91401-5801,6540
5438,THE BIKE GALLERY,704-332-2165, , ,2500 PARK RD,28203-5929,5898
5439,THE BIKE GALLERY,717-748-6580, , ,140 E MAIN ST,17745-1323,4685
5440,THE BIKE HOUSE,717-428-2028, , ,10 S PLEASANT AVE,17407-1308,6229
5441,THE BIKE INN AT PETLAND,906-789-9188, , ,1815 3RD AVE N,49829-2719,2782
5442,THE BIKE LANE,805-481-0840, , ,1312 GRAND AVE,93420-2422,237
4686,REM BICYCLE CENTER,812-634-1454, , ,804 MAIN ST,47546-3043,1956
4687,REM CYCLE,216-255-6294, , ,8529 MENTOR AVE,44060-5818,4271
4688,REMART'S BICYCLE PARTS,210-722-5046, , ,1409 FLORES AVE,78040-6331,5212
4689,RENAISSANCE CYCLERY,860-747-2909, , ,49 W MAIN ST,06062-1903,918
4690,RENO BICYCLE CENTER,702-329-2453, , ,809 W 4TH ST,89503-5204,3788
4691,RENO SCHWINN CYCLING & FITNESS,702-826-0800, , ,4050 S VIRGINIA ST,89502-6008,3788
4692,REPAIR STAND,810-629-3672, , ,509 N LEROY ST,48430-2733,2786
4693,RESEDA BICYCLES,818-345-8844, , ,7056 RESEDA BLVD,91335-4208,6426
4694,REST STOP BICYCLE ACCESSORIES,916-453-1870, , ,3230 FOLSOM BLVD,95816-5221,627
4695,RETAMA BIKE SHOP,210-724-6502, , ,1303 E SAN PEDRO ST,78041-5349,5212
4696,REVI CYCLEWEAR,910-665-1822, , ,212 BURGESS RD,27409-9697,3255
4697,REVOLUTIONARY MOVEMENT,912-928-8505, , ,302 W LAMAR ST,31709-3543,1366
4698,REVOLUTIONS CYCLE & SPORT,540-659-3935, , ,556 GARRISONVILLE RD,22554-7826,6491
4699,REVOLUTIONS CYCLER INC,904-878-1088, , ,1350 E TENNESSEE ST,32308-5179,1319
4700,REVOLUTIONS CYCLING & FITNESS,405-842-0097, , ,4401 NW 63RD ST,73116-1508,4439
4701,REVOLUTIONS INC,908-852-2648, , ,139 MAIN ST,07840-1929,3515
4702,REVOLUTIONS INC,908-689-6110, , ,54 E WASHINGTON AVE,07882-1913,3705
4703,REX CYCLES,916-446-5706, , ,1930 CAPITOL AVE,95814-4213,627
4704,REYES BICYCLE SHOP,818-917-1505, , ,13706 AMAR RD,91746-1601,448
4705,REYNOLD'S BICYCLE REPAIR,913-238-1498, , ,125 W 18TH ST,66441-2401,2040
4706,RG'S BICYCLE SHOP,201-823-0872, , ,890 BROADWAY,07002-3033,3433
4707,RHINEBECK BICYCLE SHOP INC,914-876-4025, , ,9 T 9 ASTOR SQUARE,12572,6427
4708,RICCO'S CYCLERY,609-783-3035, , ,600 S WHITE HORSE PIKE,08083-1246,3671
4709,RICE STREET BICYCLE,612-490-1044, , ,2950 RICE ST,55113-2230,3011
4710,RICH & RAY'S BICYCLES,813-876-7392, , ,5027 ANDERSON AVE,33614-6419,1322
4711,RICHARD H PARDOE,717-524-2108, , ,436 N 4TH ST,17837-1106,4680
4712,RICHARD'S CYCLERY,714-379-2717, , ,11943 VALLEY VIEW ST,92645-1238,399
4713,RICHARD'S SPORT SHOP,906-226-6071, , ,1307 N 7TH ST,49855-2721,2839
4714,RICHARDS CYCLE COMPANY,312-445-3738, , ,10355 S KEDZIE AVE,60655-2015,5866
4715,RICHARDSON BIKE MART,214-321-0705, , ,9040 GARLAND RD,75218-3919,5121
4716,RICHIE'S EAST FISHKILL SPORTS,914-221-7424, , ,RT 82,12533,6207
4717,RICHLAND SCHWINN & TREK CYCL,509-943-4496, , ,1374 JADWIN AVE,99352-3404,5657
4718,RICK'S BICYCLE CITY,909-822-6614, , ,9745 SIERRA AVE,92335-6716,387
4719,RICK'S BIKE SHOP,219-724-2705, , ,209 W JEFFERSON ST,46733-1670,1928
4720,RICK'S BIKE SHOP,913-841-6642, , ,916 MASSACHUSETTS ST,66044-2868,2043
4721,RICK'S SCHWINN & SPORTS CENTER,612-235-0202, , ,320 3RD ST SW,56201-3323,3029
4722,RICKBEILS,507-376-3121, , ,212 10TH ST,56187-2384,3032
4723,RIDDLE'S SCHWINN CYCLERY INC,704-873-6415, , ,603 W FRONT ST,28677-5753,3307
4724,RIDE & SLIDE,503-232-7456, , ,210 NE 28TH AVE,97232-3148,4515
4725,RIDE BICYCLES,816-233-1718, , ,1109 S BELT HWY,64507-2200,3126
4726,RIDE ON BICYCLES INC,602-932-2257, , ,378 N LITCHFIELD RD,85338-1239,183
4727,RIDE ON SPORTS,505-521-1686, , ,525 TELSHOR,88011,3751
4728,RIDE ON SPORTS,915-585-1085, , ,6950 N MESA ST,79912-4408,5138
4729,RIDE-A-BIKE BICYCLE SHOPPE,704-735-1746, , ,116 COURT SQ NE,28092-2740,3273
4730,RIDE-N STRIDE,815-636-2108, , ,5502 N 2ND ST,61111-5013,1770
4731,RIDE-N-GLIDE SPORT,509-826-4707, , ,19 N MAIN,98841,6374
4732,RIDE-ON BIKES,707-829-2453, , ,108 PETALUMA AVE,95472-4220,670
4733,RIDE-ON-NEON,503-233-8009, , ,2707 SE BELMONT ST,97214-2917,4515
4734,RIDER SALES,319-653-5808, , ,102 E 3RD ST,52353-2205,1586
4735,RIDER SNOWBOARDS,503-598-4520, , ,11940 SW PACIFIC HWY,97223-6444,4533
4736,RIDGE CYCLERY,219-923-2555, , ,3731 RIDGE RD,46322-2092,1951
4737,RIDGE RIDER MOUNTAIN BIKES,304-574-2453, , ,103 1/2 KELLER AVE,25840-1223,6131
4738,RIDGEFIELD CYCLESPORT,203-438-0489, , ,22 CATOONAH,06877-4413,927
4739,RIDGEWOOD CYCLE SHOP,201-444-2553, , ,35 N BROAD ST,07450-3801,3652
4740,RIDGWAY OUTDOOR EXPERIENCE,970-626-3608, , ,102 CAMPBELL LN,81432,6428
4741,RIGHTFIT SPORTS INC,970-476-8161, , ,225 WALL ST,81657-3615,6538
4742,RIGHTFIT SPORTS INC,970-925-3853, , ,675 E COOPER ST,81611-2011,767
4743,RIGHTFIT SPORTS INC,970-923-2362, , ,73 SNOWMASS VILLAGE MALL,81615,6483
4744,RIM CYCLERY,801-259-5333, , ,94 W 100 N,84532-2322,6320
4745,RINCON CYCLERY,707-538-0868, , ,4927 SONOMA HWY,95409-4289,663
4746,RINCON CYCLES,805-684-9466, , ,5100 CARPINTERIA AVE,93013-2049,291
4747,RINGLING BICYCLES,941-359-1374, , ,8474 LOCKWOOD RIDGE RD,34243-2920,1288
4748,RINGLING BICYCLES,941-749-1442, , ,3324 MANATEE AVE W,34205-2551,1014
4749,RINI'S BICYCLE SHOP,412-847-0203, , ,419 18TH AVE,15010-2945,4556
4750,RITE BIKE SHOP,407-648-2620, , ,419 E MICHIGAN ST,32806-4554,1230
4751,RITE-WAY PRODUCTS,714-708-0909, , ,3100 W SEGERSTROM AVE,92704-5812,654
4752,RIV WHEELS BICYCLES,605-224-8955, , ,413 S PIERRE ST,57501-4507,4952
4753,RIVER CITY BICYCLES INC,423-265-7176, , ,104 TREMONT ST,37405-4145,4969
4754,RIVER CITY BIKE SHOP,319-243-8000, , ,131 5TH AVE S,52732-4105,1540
4755,RIVER CITY SCHWINN,208-746-0961, , ,1926 19TH AVE,83501-4069,1602
4756,RIVER MARKET CYCLERY,816-842-2453, , ,312 DELAWARE ST,64105-1216,3083
4757,RIVER OAKS CYCLE & FITNESS,205-988-0930, , ,3704 LORNA RD,35216-6206,52
4758,RIVER RAT MOUNTAIN BIKES,916-966-6555, , ,4053 PENNSYLVANIA AVE,95628-7419,376
4759,RIVER SPORTS OUTFITTERS INC,423-523-0066, , ,2918 SUTHERLAND AVE,37919-4536,5903
4760,RIVER TRAIL BICYCLES,918-481-1818, , ,6861 S PEORIA AVE,74136-3620,4455
4761,RIVERDALE CYCLE,301-864-0431, , ,4503 QUEENSBURY RD,20737-1033,2642
4762,RIVERDALE CYCLE,301-762-0230, , ,,20850,2644
4763,RIVERFRONT CYCLE,517-482-8585, , ,507 E SHIAWASSEE ST,48912-1213,2832
4764,RIVERSIDE BIKE & SKATE,715-235-9697, , ,719 BROADWAY ST S,54751-2474,5753
4765,RIVERSIDE BIKE & SKATE,715-835-0088, , ,902 MENOMONIE ST,54703-5677,5912
4766,RIVERVIEW EQUIPMENT & BAIT,616-621-4791, , ,53804 COUNTY ROAD 687,49057-9709,6186
4767,ROAD TOP BIKE & GO-KART SHOP,541-447-3182, , ,2164 NE 3RD ST,97754-8128,4517
4768,ROADRUNNER BIKE CENTER,602-547-2350, , ,5930 W GREENWAY RD STE 24,85306-3291,181
4769,ROB AND CHARLIE'S,505-471-9119, , ,1632 SAINT MICHAELS DR,87505-7615,3763
4770,ROBBERS CREEK CYCLERY,916-256-3232, , ,724 BIRCH,96137,6571
4771,ROBBY'S BICYCLE SHOP,209-339-4371, , ,310 N HAM LN,95242-2413,479
4772,ROBBY'S BICYCLE SHOP,209-951-4371, , ,7931 THORNTON RD,95209-3022,693
4773,ROBERT F SNOW & SON,804-723-1011, , ,135 E MELLEN ST,23663-1711,5909
4774,ROBERT G WERNER COMPANY NUMBER,205-734-5673, , ,1115 4TH ST SW,35055-3329,30
4775,ROBERT'S CYCLE,312-274-9281, , ,7054 N CLARK ST,60626-2425,5866
4776,ROBERT'S CYCLE WEST,312-338-2453, , ,7211 N WESTERN AVE,60645-1811,5866
4777,ROBERTO'S APPALACHIAN PEDALER,814-486-0412, , ,HILLCREST ACRES,15834,6116
4778,ROBERTS RACING BICYCLES,909-599-3417, , ,,91773,637
4779,ROBINSON BICYCLE WHEEL WORKS,510-352-4663, , ,1235 MACARTHUR BLVD,94577-3902,644
4780,ROBINSON'S BICYCLE SHOP,803-571-2453, , ,22 WINDERMERE BLVD,29407-7412,5901
4781,ROBINSON'S BICYCLE SHOP,803-853-6743, , ,84 1/2 SOCIETY ST,29401,5901
4782,ROBISON PARTS & SERVICE,208-522-6754, , ,690 NORTHGATE MILE,83401-2538,1600
4783,ROCHESTER CYCLING & FITNESS,507-289-7410, , ,1211 7TH ST NW,55901-1762,3005
4784,ROCK & ROAD BICYCLES,602-949-1137, , ,6701 E MCDOWELL RD,85257-3103,201
4785,ROCK & ROAD CYCLES,801-278-4921, , ,2819 S 2300 E,84109-1852,5383
4786,ROCK & ROLL SPORTS,704-264-0765, , ,280 E KING ST,28607-4042,3231
4787,ROCK 'N ROAD CYCLERY,970-223-7623, , ,4206 S COLLEGE AVE,80525-3019,792
4788,ROCK AND ROAD CYCLERY,206-588-0205, , ,10509 GRAVELLY LAKE DR SW,98499-5056,5679
4789,ROCK HARD BIKES,307-527-6655, , ,1914 17TH ST,82414-4700,5842
4790,ROCK N' ROLL SPORTS INC,970-641-9150, , ,608 W TOMICHI AVE,81230-3035,6176
4791,ROCK N'ROAD CYCLE,616-846-2800, , ,300 N 7TH ST,49417-1104,2795
4792,ROCK N-ROAD CYCLERY,714-859-5076, , ,27855 SANTA MARGARITA PKY,92691-6700,516
4793,ROCK SOLID RACKS,503-232-0835, , ,210 NE 28TH AVE,97232-3148,4515
4794,ROCK'S CYCLING & FITNESS,208-678-3764, , ,334 E MAIN ST,83318-1933,1595
4795,ROCKBRIDGE OUTFITTERS LTD,540-463-1947, , ,112 W WASHINGTON ST,24450-2123,5470
4796,ROCKFISH GAP OUTFITTERS,540-943-1461, , ,1461 E MAIN ST,22980-5903,5520
4797,ROCKLIN CYCLE TIME,916-624-2453, , ,5050 ROCKLIN RD,95677-4413,615
4798,ROCKVILLE BMX KELLENBENZ LTD,301-424-3177, , ,817 HUNGERFORD DR,20850-1727,2644
4799,ROCKY MOUNTAIN BIKES & BLADES,719-527-0427, , ,3647 STAR RANCH RD,80906-5980,5870
4800,ROCKY MOUNTAIN HIGH WHEELS,719-633-3538, , ,1803 E BOULDER ST,80909-5725,5870
4801,ROCKY MOUNTAIN SPORTS,970-627-8124, , ,711 GRAND AV,80447,6163
4802,ROCKY MOUNTAIN SPORTS,505-258-3224, , ,1103 MECHEM DR,88345-7202,6441
4803,ROCKY TOP TRAIL SHOP,423-429-2242, , ,912 WEARS VALLEY RD,37862-7704,5036
4804,ROCKY'S BICYCLE & FISHING SHOP,717-265-9208, , ,RT 414,18832,6328
4805,ROCKY'S SCHWINN CYCLERY,614-387-7079, , ,239 E CHURCH ST,43302-3807,4263
4806,ROD'S BIKE SHOP,612-259-1964, , ,28 LINCOLN AVE SE,56304-0820,3009
4807,RODRIGUEZ CYCLE,310-592-3559, , ,16832 PACIFIC COAST HWY,90742,6507
4808,ROGALSKI BICYCLE SALES,215-289-0637, , ,4571 TACONY ST,19124-4135,4739
4809,ROGER'S BICYCLE CENTER,541-997-1504, , ,2285 HIGHWAY 101,97439-9757,4481
4810,ROGERS BICYCLE SHOP,817-382-5991, , ,1514 EAGLE DR,76201-6542,5127
4811,ROHNERT PARK CYCLERY,707-664-8706, , ,117 SOUTHWEST BLVD,94928-3720,617
4812,ROLL MODELS INC,313-382-1990, , ,6641 PARK AVE,48101-2031,2741
4813,ROLLINS CYCLERY,707-762-4103, , ,622 PETALUMA BLVD N,94952-2847,578
4814,ROMAN'S BICYCLE SERVICE,714-548-5043, , ,240 BROADWAY,92627-2820,324
4815,RON REID ENTERPRISES,818-247-1202, , ,1004 S GLENDALE AVE,91205-2806,404
4816,RON'S BICYCLE REPAIR,815-432-2715, , ,305 W ELM ST,60970-1228,1883
4817,RON'S BICYCLE SHOP,605-996-7005, , ,723 S SANBORN BLVD,57301-3943,4951
4818,RON'S BIKE & LOCK SHOP,805-325-4853, , ,1006 N CHESTER AVE,93308-3517,249
4819,RON'S BIKES,916-743-6113, , ,2747 STATE HIGHWAY 20,95901-9439,503
4820,RONSENS,208-523-1200, , ,385 W BROADWAY ST,83402-3639,1600
4821,ROOSEVELT VARIETY,801-722-9248, , ,200 E LAGOON ST,84066-3069,6438
4822,ROSAMOND CYCLERY,805-256-8373, , ,1415 W ROSAMOND BLVD,93560-7429,619
4823,ROSE CITY CYCLE INC,860-886-4672, , ,427 W MAIN ST,06360-5416,910
4824,ROSE PARK SCHWINN CYCLERY,801-322-2847, , ,773 N REDWOOD RD,84116-1909,5383
4825,ROSE WILD MOUNTAIN SPORTS,801-533-8671, , ,702 3RD AVE,84103-3430,5383
4826,ROSEWOOD CYCLING & FITNESS,715-835-1570, , ,2215 FAIRFAX ST,54701-4553,5912
4827,ROSS BICYCLES,510-352-7777, , ,486 LEWELLING BLVD,94580-1654,645
4828,ROSS MOTORCYCLES,916-529-0100, , ,1036 MADISON ST,96080-2731,601
4829,ROSWELL BICYCLES,404-642-4057, , ,670 HOUZE WAY,30076-1430,1455
4830,ROSWELL SCHWINN CYCLERY,505-622-5552, , ,1125 S MAIN ST,88201-5614,3761
4831,ROTATION CUSTOM BICYCLE WHEELS,415-663-8452, , ,PO BOX 631,94956-0631,6408
4832,ROTRAX CYCLES,909-941-4009, , ,9879 FOOTHILL BLVD,91730-3682,596
4833,ROUND HOUSE SKI & SPORTS CTR,406-587-1258, , ,1422 W MAIN ST,59715-3258,3210
4834,ROUND TRIP BIKE SHOP,520-836-0799, , ,1144 E FLORENCE BLVD,85222-4216,166
4835,ROUSH'S BICYCLE & REPAIR SHOP,614-843-5310, , ,55780 STATE ROUTE 124,45770-9704,6417
4836,ROWLETT'S BICYCLES,804-353-4489, , ,1904 STAPLES MILL RD,23230-3112,5499
4837,ROY'S BARNEGAT BICYCLE RANCH,609-698-6627, , ,107 S MAIN ST,08005-2312,5972
4838,ROY'S BICYCLE SHOP,717-838-3893, , ,209 N RAILROAD ST,17078-1338,4732
4839,ROY'S CYCLING & FITNESS,909-982-8849, , ,106 E 9TH ST,91786-6015,717
4840,ROYAL BIKE SHOP,318-439-2881, , ,902 EGRET ST,70615-5128,2197
4841,ROYAL CYCLE,216-439-6170, , ,694 BROADWAY AVE,44146-3642,4144
4842,ROYAL CYCLERY,310-679-1446, , ,13355 HAWTHORNE BLVD,90250-5802,417
4843,ROYAL SCHWINN CYCLERY,815-223-3264, , ,1827 4TH ST,61354-3307,1827
4844,ROYAL SCHWINN CYCLERY,815-433-4908, , ,111 W MAIN ST,61350-2918,1816
4845,RRB CYCLES LTD,708-295-0931, , ,225 S WKGN RD,60044,1756
4846,RRB CYCLES LTD,708-251-7878, , ,562 GREEN BAY RD,60043-1053,6239
4847,RRB CYCLES LTD,708-733-0203, , ,614 DAVIS ST,60201-4419,1701
4848,RRB CYCLES LTD,708-566-4442, , ,1464 TOWNLINE RD,60060-4433,1796
4849,RRB TREK BICYCLES & FITNESS,414-248-2588, , ,629 WILLIAMS ST,53147-1440,5744
4850,RST SHOCKS,714-435-1188, , ,17197 NEWHOPE ST,92708-4228,392
4851,RTE 18 CYCLE & FITNESS,908-651-8080, , ,1177 STATE ROUTE 18,08816-4921,3479
4852,RUDY RACK,715-344-3396, , ,3105 MACARTHUR WAY,54467-2606,5772
4853,RUDY'S BICYCLE SHOP,213-728-2788, , ,3416 W BEVERLY BLVD,90640-1539,520
4854,RUDY'S BIKE SHOP,818-899-5616, , ,13173 OSBORNE ST,91331-4019,6386
4855,RUDY'S SCHWINN CYCLE & FITNESS,312-736-4395, , ,5711 W IRVING PARK RD,60634-2608,5866
4856,RUNAWAY CYCLERY,412-346-3927, , ,1900 E STATE ST,16148-1815,4655
4857,RUNNERS ROOST BIKE & SPORTS,717-286-6132, , ,326 MARKET ST,17801-3404,4786
4858,RUPERT'S SPORT SHOP,217-423-1323, , ,530 N WATER ST,62523-1047,1684
4859,RUSSELL'S BIKE SHOP,310-862-4837, , ,8027 FIRESTONE BLVD,90241-4228,345
4860,RUSSELL'S SPORT 'N BIKE,715-248-3644, , ,703 JEWELL ST,54026-9228,6493
4861,RUSSELLS CYCLE & FITNESS CTR,309-444-2098, , ,10 VALLEY FORGE DR,61571-2372,1880
4862,RUSTY BOWL BMX,707-462-0249, , ,1281 E GOBBI,95482,715
4863,RYDJOR BIKE SHOP,507-433-7571, , ,219 N MAIN ST,55912-3440,2924
4864,S & J SCOOTER BIKES,310-541-1712, , ,32257 SEA RAVEN DR,90275-6116,598
4865,S & K BIKE SHOP INC,706-548-9978, , ,110 FOUNDRY ST,30601-2617,1367
4866,S & S CYCLES,805-822-5310, , ,20725 SOUTH ST,93561-8628,700
4867,S D S BICYCLE SHOP,201-656-5472, , ,351 PALISADE AVE,07307-1719,3539
4868,S L M RESEARCH,805-549-8149, , ,200 SUBURBAN RD,93401-7505,646
4869,S MAUI BICYCLES MAUIS,808-874-0068, , ,1913C S KIHEI RD,96753-7819,1501
4870,SABBATINI'S,970-920-1180, , ,434 E COOPER ST,81611-1859,767
4871,SABINO CYCLES,520-885-3666, , ,7131 E TANQUE VERDE RD,85715-3431,214
4872,SACRAMENTO CYCLERY,916-366-6500, , ,9655 FOLSOM BLVD,95827-1202,627
4873,SADIUM BIKE & SKATE,414-468-4745, , ,1666 MAIN ST,54302-2636,5730
4874,SAFETY CYCLE SHOP,213-464-5765, , ,1014 N WESTERN AVE,90029-2310,5857
4875,SAFETY CYCLE SKI & SPORT,616-381-7233, , ,4612 W MAIN ST,49006-2642,2828
4876,SAFETY HARBOR CYCLE,813-724-8788, , ,229 MAIN ST,34695-3644,1279
