"CUSTOMERID","TRANSACTIONDATE","EMPLOYEEID","AMOUNT","DESCRIPTION","REFERENCE"
21094,30-APR-04,29387,-529.39,"Monthly payment #2",25426
21094,29-JAN-04,51512,3705.78,"Order was shipped",25426
21094,04-OCT-04,89097,-529.4197,"Monthly payment #7",25426
21094,04-APR-04,87295,-529.4,"Monthly payment #1",25426
21095,05-DEC-03,87295,3094,"Order was shipped",25427
21095,08-JAN-04,89097,-3094,"Single/final payment for purchase",25427
21096,15-DEC-03,87295,2783.42,"Order was shipped",25428
21096,15-FEB-04,46583,-695.85,"Monthly payment #1",25428
21096,21-MAR-04,29387,-695.85,"Monthly payment #2",25428
21096,16-APR-04,46583,-695.85,"Monthly payment #3",25428
21096,17-MAY-04,46583,-695.8701,"Monthly payment #4",25428
21747,06-MAY-04,87295,-4914.19,"Single/final payment for purchase",26119
21747,01-APR-04,87295,4914.2,"Order was shipped",26119
21748,02-APR-04,89097,4767.54,"Order was shipped",26120
21748,03-MAY-04,87295,-4767.53,"Single/final payment for purchase",26120
21749,22-MAY-04,87295,5357.42,"Order was shipped",26121
21749,24-JUN-04,87295,-5357.41,"Single/final payment for purchase",26121
21750,05-APR-04,87295,3041.49,"Order was shipped",26122
21750,06-MAY-04,87295,-3041.49,"Single/final payment for purchase",26122
21751,08-JUN-04,87295,4905.09,"Order was shipped",26123
21751,08-AUG-04,51512,-1200.76,"Monthly payment #1",26123
21751,04-SEP-04,34192,-1234.79,"Monthly payment #2",26123
21751,07-OCT-04,34192,-1234.79,"Monthly payment #3",26123
21751,12-NOV-04,51512,-1234.77,"Monthly payment #4",26123
21752,30-MAY-04,29387,3440.49,"Order was shipped",26124
21752,30-JUN-04,51512,-3440.48,"Single/final payment for purchase",26124
21753,10-MAY-04,51512,-3970,"Single/final payment for purchase",26125
21753,07-JAN-05,87295,3318.25,"Order was shipped",27117
21753,10-FEB-05,51512,-3571.75,"Single/final payment for purchase",27117
21753,08-APR-04,15293,4223.5,"Order was shipped",26125
21754,27-MAY-04,51512,4447.5,"Order was shipped",26126
21754,29-JUN-04,51512,-4447.49,"Single/final payment for purchase",26126
21755,06-APR-04,51512,4850.6,"Order was shipped",26127
21755,11-MAY-04,51512,-4850.62,"Single/final payment for purchase",26127
21756,08-JUL-04,51512,-583.67,"Monthly payment #2",26128
21756,09-NOV-04,46583,-583.6501,"Monthly payment #6",26128
21756,10-OCT-04,98766,-623.67,"Monthly payment #5",26128
21756,11-AUG-04,46583,-583.67,"Monthly payment #3",26128
21756,09-JUN-04,34192,-583.67,"Monthly payment #1",26128
21756,08-APR-04,87295,3542,"Order was shipped",26128
21756,09-SEP-04,51512,-583.67,"Monthly payment #4",26128
21757,10-JUN-04,29387,4656.4,"Order was shipped",26129
21757,13-JUL-04,46583,-4656.42,"Single/final payment for purchase",26129
21758,12-JUN-04,15293,6023.5,"Order was shipped",26130
21758,14-JUL-04,46583,-6023.49,"Single/final payment for purchase",26130
21759,10-AUG-04,89097,-372.06,"Monthly payment #2",26131
21759,09-JAN-05,98766,-372.06,"Monthly payment #7",26131
21759,13-DEC-04,87295,-372.06,"Monthly payment #6",26131
21759,08-FEB-05,34192,-372.0398,"Monthly payment #8",26131
21759,07-NOV-04,98766,-372.06,"Monthly payment #5",26131
21759,14-JUL-04,34192,-372.06,"Monthly payment #1",26131
21759,09-MAY-04,87295,2976.47,"Order was shipped",26131
21759,12-SEP-04,98766,-372.06,"Monthly payment #3",26131
21759,14-OCT-04,46583,-372.06,"Monthly payment #4",26131
21760,08-MAY-04,51512,4605.29,"Order was shipped",26132
21760,10-JUN-04,34192,-4605.31,"Single/final payment for purchase",26132
21761,17-APR-04,15293,2942.59,"Order was shipped",26133
21761,20-MAY-04,34192,-2942.58,"Single/final payment for purchase",26133
21762,15-JUL-04,34192,-3392.79,"Single/final payment for purchase",26134
21762,14-JUN-04,87295,3392.79,"Order was shipped",26134
21763,26-OCT-04,15293,-974.6899,"Monthly payment #4",26135
21763,22-SEP-04,87295,-894.38,"Monthly payment #3",26135
21763,25-AUG-04,98766,-974.71,"Monthly payment #2",26135
21763,22-MAY-04,51512,3818.5,"Order was shipped",26135
21763,27-JUL-04,46583,-974.7201,"Monthly payment #1",26135
21764,02-APR-04,29387,4842.62,"Order was shipped",26136
21764,04-JUN-04,51512,-2421.3,"Monthly payment #1",26136
21764,04-JUL-04,46583,-2421.31,"Monthly payment #2",26136
21765,29-MAY-04,15293,4146.8,"Order was shipped",26137
21765,02-JUL-04,46583,-4146.79,"Single/final payment for purchase",26137
21766,08-APR-04,51512,4507.65,"Order was shipped",26138
21766,13-MAY-04,46583,-4507.65,"Single/final payment for purchase",26138
21767,21-MAY-04,51512,3394.75,"Order was shipped",26139
21767,25-JUN-04,46583,-3394.75,"Single/final payment for purchase",26139
21768,24-APR-04,15293,3509.94,"Order was shipped",26140
21768,26-MAY-04,46583,-3509.94,"Single/final payment for purchase",26140
21769,03-APR-04,51512,4778.28,"Order was shipped",26141
21769,06-MAY-04,46583,-4778.28,"Single/final payment for purchase",26141
21770,07-JUN-04,87295,4941.65,"Order was shipped",26142
21770,10-JUL-04,46583,-4941.65,"Single/final payment for purchase",26142
21771,13-MAY-04,46583,-5516.69,"Single/final payment for purchase",26143
21771,12-APR-04,87295,5516.7,"Order was shipped",26143
21772,14-APR-04,89097,4424.35,"Order was shipped",26144
21772,17-MAY-04,46583,-4424.37,"Single/final payment for purchase",26144
21773,29-MAY-04,15293,3076.87,"Order was shipped",26145
21773,31-JUL-04,98766,-621.03,"Monthly payment #1",26145
21773,31-AUG-04,46583,-592.73,"Monthly payment #2",26145
21773,01-OCT-04,29387,-621.03,"Monthly payment #3",26145
21773,01-NOV-04,15293,-621.03,"Monthly payment #4",26145
21773,02-DEC-04,51512,-621.0498,"Monthly payment #5",26145
21774,24-OCT-04,29387,-567.58,"Monthly payment #4",26146
21774,22-JUL-04,34192,-567.58,"Monthly payment #1",26146
21774,22-DEC-04,51512,-567.5598,"Monthly payment #6",26146
21774,19-NOV-04,98766,-567.58,"Monthly payment #5",26146
21774,19-AUG-04,34192,-567.58,"Monthly payment #2",26146
21774,19-MAY-04,89097,3335.49,"Order was shipped",26146
21774,23-SEP-04,29387,-497.6,"Monthly payment #3",26146
21775,17-JAN-05,34192,-509.48,"Monthly payment #5",26147
21775,17-FEB-05,89097,-509.48,"Monthly payment #6",26147
21775,14-DEC-04,51512,-509.48,"Monthly payment #4",26147
21775,13-NOV-04,87295,-509.48,"Monthly payment #3",26147
21775,15-OCT-04,89097,-509.48,"Monthly payment #2",26147
21775,12-SEP-04,34192,-468.74,"Monthly payment #1",26147
21775,13-JUN-04,87295,3525.6,"Order was shipped",26147
21775,17-MAR-05,29387,-509.46,"Monthly payment #7",26147
21776,04-JUN-04,29387,3436.46,"Order was shipped",26148
21776,08-AUG-04,51512,-1178.06,"Monthly payment #1",26148
21776,06-SEP-04,89097,-1080.35,"Monthly payment #2",26148
21776,07-OCT-04,46583,-1178.05,"Monthly payment #3",26148
21777,09-SEP-04,15293,-492.71,"Monthly payment #4",26149
21777,05-NOV-04,51512,-456.62,"Monthly payment #6",26149
21777,10-DEC-04,98766,-492.71,"Monthly payment #7",26149
21777,10-OCT-04,34192,-492.71,"Monthly payment #5",26149
21777,10-JUL-04,34192,-492.71,"Monthly payment #2",26149
21777,06-JAN-05,15293,-492.74,"Monthly payment #8",26149
21777,06-JUN-04,87295,-492.71,"Monthly payment #1",26149
21777,05-APR-04,29387,3905.62,"Order was shipped",26149
21777,07-AUG-04,46583,-492.71,"Monthly payment #3",26149
21778,13-APR-04,15293,4681.75,"Order was shipped",26150
21778,17-MAY-04,15293,-4681.75,"Single/final payment for purchase",26150
21779,04-APR-04,51512,5497.2,"Order was shipped",26151
21779,06-MAY-04,15293,-5497.19,"Single/final payment for purchase",26151
21780,07-APR-04,87295,3298.22,"Order was shipped",26152
21780,10-MAY-04,15293,-3298.21,"Single/final payment for purchase",26152
21781,12-JUN-04,87295,3314.5,"Order was shipped",26153
21781,10-DEC-04,87295,-676.8101,"Monthly payment #5",26153
21781,15-NOV-04,29387,-676.8,"Monthly payment #4",26153
21781,12-OCT-04,98766,-676.8,"Monthly payment #3",26153
21781,12-AUG-04,51512,-676.8,"Monthly payment #1",26153
21781,15-SEP-04,51512,-607.28,"Monthly payment #2",26153
21782,18-MAY-04,51512,3523.13,"Order was shipped",26154
21782,18-JUN-04,87295,-3523.13,"Single/final payment for purchase",26154
21783,19-APR-04,29387,3010.34,"Order was shipped",26155
21783,21-MAY-04,87295,-3010.34,"Single/final payment for purchase",26155
21784,16-JUL-04,34192,-589.03,"Monthly payment #2",26156
21784,15-OCT-04,29387,-589.03,"Monthly payment #5",26156
21784,16-NOV-04,87295,-589.0198,"Monthly payment #6",26156
21784,17-JUN-04,51512,-589.03,"Monthly payment #1",26156
21784,14-APR-04,29387,3534.17,"Order was shipped",26156
21784,16-SEP-04,51512,-589.03,"Monthly payment #4",26156
21784,19-AUG-04,89097,-589.03,"Monthly payment #3",26156
22517,05-DEC-04,89097,-3952.44,"Single/final payment for purchase",26889
22518,31-OCT-04,87295,3309.5,"Order was shipped",26890
22518,02-DEC-04,89097,-3309.5,"Single/final payment for purchase",26890
22519,10-JUL-05,46583,-602.6694,"Monthly payment #8",26891
22519,08-OCT-04,51512,4721.49,"Order was shipped",26891
22519,10-DEC-04,89097,-602.64,"Monthly payment #1",26891
22519,12-JAN-05,89097,-602.64,"Monthly payment #2",26891
22519,07-FEB-05,87295,-602.64,"Monthly payment #3",26891
22519,14-MAR-05,15293,-502.97,"Monthly payment #4",26891
22519,08-APR-05,29387,-602.64,"Monthly payment #5",26891
22519,10-MAY-05,87295,-602.64,"Monthly payment #6",26891
22519,10-JUN-05,29387,-602.64,"Monthly payment #7",26891
22520,27-OCT-04,29387,3273.2,"Order was shipped",26892
22520,28-NOV-04,46583,-3273.2,"Single/final payment for purchase",26892
22521,25-SEP-04,87295,3366.99,"Order was shipped",26893
22521,26-OCT-04,46583,-3366.98,"Single/final payment for purchase",26893
22522,11-SEP-04,15293,5164.37,"Order was shipped",26894
22522,13-OCT-04,46583,-5164.36,"Single/final payment for purchase",26894
22523,15-OCT-04,89097,3875.4,"Order was shipped",26895
22523,14-NOV-04,46583,-3875.4,"Single/final payment for purchase",26895
22524,04-OCT-04,29387,4666.8,"Order was shipped",26896
22524,09-NOV-04,46583,-4666.79,"Single/final payment for purchase",26896
22525,08-SEP-04,15293,3388,"Order was shipped",26897
22525,10-OCT-04,46583,-3388,"Single/final payment for purchase",26897
22526,16-DEC-04,87295,-585.45,"Monthly payment #1",26898
22526,16-MAY-05,15293,-585.46,"Monthly payment #6",26898
22526,14-APR-05,89097,-585.45,"Monthly payment #5",26898
22526,12-JAN-05,46583,-585.45,"Monthly payment #2",26898
22526,13-OCT-04,29387,3512.72,"Order was shipped",26898
22526,17-MAR-05,29387,-585.45,"Monthly payment #4",26898
22526,14-FEB-05,87295,-585.45,"Monthly payment #3",26898
22527,09-OCT-04,89097,4615.74,"Order was shipped",26899
22527,15-NOV-04,15293,-4615.73,"Single/final payment for purchase",26899
22528,09-NOV-04,15293,4926.8,"Order was shipped",26900
22528,12-JAN-05,46583,-2539.28,"Monthly payment #1",26900
22528,14-FEB-05,51512,-2387.51,"Monthly payment #2",26900
22529,09-OCT-04,29387,5168.59,"Order was shipped",26901
22529,09-NOV-04,51512,-5168.61,"Single/final payment for purchase",26901
22530,18-OCT-04,15293,4952.49,"Order was shipped",26902
22530,16-NOV-04,51512,-4952.48,"Single/final payment for purchase",26902
22531,23-NOV-04,51512,-5250.16,"Single/final payment for purchase",26903
22531,22-OCT-04,51512,5250.17,"Order was shipped",26903
22532,06-NOV-04,51512,4381.45,"Order was shipped",26904
22532,09-DEC-04,46583,-4381.45,"Single/final payment for purchase",26904
22533,24-OCT-04,87295,4488.7,"Order was shipped",26905
22533,21-NOV-04,51512,-4488.69,"Single/final payment for purchase",26905
22534,05-OCT-04,87295,4909.99,"Order was shipped",26906
22534,10-DEC-04,51512,-2630.47,"Monthly payment #1",26906
22534,07-JAN-05,98766,-2279.54,"Monthly payment #2",26906
22535,01-NOV-04,51512,4413.62,"Order was shipped",26907
22535,04-DEC-04,98766,-4413.61,"Single/final payment for purchase",26907
22536,17-OCT-04,29387,4616.15,"Order was shipped",26908
22536,16-NOV-04,98766,-4616.15,"Single/final payment for purchase",26908
22537,14-APR-05,51512,-858.9399,"Monthly payment #6",26909
22537,10-NOV-04,51512,-858.9601,"Monthly payment #1",26909
22537,11-MAR-05,89097,-918.19,"Monthly payment #5",26909
22537,10-DEC-04,46583,-858.94,"Monthly payment #2",26909
22537,09-SEP-04,87295,5212.89,"Order was shipped",26909
22537,12-FEB-05,46583,-858.94,"Monthly payment #4",26909
22537,11-JAN-05,29387,-858.94,"Monthly payment #3",26909
22538,15-JUL-05,98766,-518.1702,"Monthly payment #8",26910
22538,17-OCT-04,29387,4041,"Order was shipped",26910
22538,19-DEC-04,46583,-518.19,"Monthly payment #1",26910
22538,20-JAN-05,51512,-518.19,"Monthly payment #2",26910
22538,16-FEB-05,51512,-518.19,"Monthly payment #3",26910
22538,21-MAR-05,46583,-518.19,"Monthly payment #4",26910
22538,18-APR-05,46583,-518.19,"Monthly payment #5",26910
22538,20-MAY-05,98766,-413.69,"Monthly payment #6",26910
22538,20-JUN-05,15293,-518.19,"Monthly payment #7",26910
22539,10-OCT-04,29387,4978.75,"Order was shipped",26911
22539,11-NOV-04,46583,-4978.75,"Single/final payment for purchase",26911
22540,06-NOV-04,29387,4268.95,"Order was shipped",26912
22540,06-DEC-04,98766,-4268.94,"Single/final payment for purchase",26912
22541,05-SEP-04,87295,4048.97,"Order was shipped",26913
22541,09-OCT-04,98766,-4048.97,"Single/final payment for purchase",26913
22542,20-SEP-04,29387,4038.99,"Order was shipped",26914
22542,25-OCT-04,98766,-4038.98,"Single/final payment for purchase",26914
22543,02-NOV-04,29387,4426.6,"Order was shipped",26915
22543,02-DEC-04,98766,-4426.62,"Single/final payment for purchase",26915
22544,29-SEP-04,87295,5159.37,"Order was shipped",26916
22544,02-NOV-04,98766,-5159.37,"Single/final payment for purchase",26916
22545,14-SEP-04,51512,4617.55,"Order was shipped",26917
22545,17-OCT-04,98766,-4617.54,"Single/final payment for purchase",26917
22546,22-OCT-04,29387,5584.37,"Order was shipped",26918
22546,23-NOV-04,98766,-5584.37,"Single/final payment for purchase",26918
22547,15-OCT-04,51512,3156.99,"Order was shipped",26919
22547,18-NOV-04,98766,-3156.98,"Single/final payment for purchase",26919
22548,14-OCT-04,87295,3080.39,"Order was shipped",26920
22548,20-DEC-04,46583,-445.13,"Monthly payment #1",26920
22548,16-JAN-05,89097,-445.13,"Monthly payment #2",26920
22548,14-FEB-05,34192,-445.13,"Monthly payment #3",26920
22548,19-MAR-05,89097,-445.13,"Monthly payment #4",26920
22548,20-APR-05,87295,-445.13,"Monthly payment #5",26920
22548,17-MAY-05,51512,-445.13,"Monthly payment #6",26920
22548,14-JUN-05,87295,-409.6001,"Monthly payment #7",26920
22549,21-OCT-04,29387,4437.2,"Order was shipped",26921
22549,22-NOV-04,87295,-4437.19,"Single/final payment for purchase",26921
22550,03-DEC-04,87295,-4511.23,"Single/final payment for purchase",26922
22550,29-OCT-04,87295,4511.24,"Order was shipped",26922
22551,12-SEP-04,87295,5117.34,"Order was shipped",26923
22551,14-OCT-04,87295,-5117.33,"Single/final payment for purchase",26923
22552,25-OCT-04,89097,5265.62,"Order was shipped",26924
22552,25-NOV-04,87295,-5265.62,"Single/final payment for purchase",26924
22553,03-NOV-04,87295,5732.79,"Order was shipped",26925
22553,06-DEC-04,87295,-5732.78,"Single/final payment for purchase",26925
22554,04-OCT-04,15293,5390,"Order was shipped",26926
22554,03-DEC-04,46583,-1925.23,"Monthly payment #1",26926
22554,05-JAN-05,89097,-1925.23,"Monthly payment #2",26926
22554,02-FEB-05,51512,-1539.53,"Monthly payment #3",26926
22555,05-SEP-04,29387,3319.67,"Order was shipped",26927
22555,09-OCT-04,51512,-3319.67,"Single/final payment for purchase",26927
22556,13-NOV-04,51512,-5393.49,"Single/final payment for purchase",26928
22556,11-OCT-04,87295,5393.5,"Order was shipped",26928
22557,07-NOV-04,89097,4292.4,"Order was shipped",26929
22557,08-DEC-04,51512,-4292.42,"Single/final payment for purchase",26929
22558,14-OCT-04,87295,4885.2,"Order was shipped",26930
22558,17-DEC-04,34192,-865.24,"Monthly payment #1",26930
22558,15-JAN-05,98766,-1004.99,"Monthly payment #2",26930
22558,17-FEB-05,46583,-1004.99,"Monthly payment #3",26930
22558,17-MAR-05,89097,-1004.99,"Monthly payment #4",26930
22558,11-APR-05,87295,-1004.98,"Monthly payment #5",26930
22559,04-OCT-04,51512,3115,"Order was shipped",26931
22559,07-NOV-04,46583,-3115,"Single/final payment for purchase",26931
22560,04-NOV-04,51512,5089,"Order was shipped",26932
22560,06-DEC-04,87295,-5089,"Single/final payment for purchase",26932
22561,01-JAN-05,98766,-826.95,"Monthly payment #1",26933
22561,28-JAN-05,15293,-826.95,"Monthly payment #2",26933
22561,02-MAR-05,87295,-826.95,"Monthly payment #3",26933
20448,02-NOV-03,98766,-4460,"Single/final payment for purchase",24240
20448,28-SEP-03,51512,4460,"Order was shipped",24240
20449,30-SEP-03,51512,5026,"Order was shipped",24241
20449,31-OCT-03,98766,-5025.99,"Single/final payment for purchase",24241
20450,20-OCT-03,87295,3716.5,"Order was shipped",24242
20450,19-NOV-03,98766,-3716.5,"Single/final payment for purchase",24242
20451,20-OCT-03,29387,4655.9,"Order was shipped",24243
20451,25-DEC-03,29387,-957.8,"Monthly payment #1",24243
20451,23-JAN-04,51512,-957.8,"Monthly payment #2",24243
20451,21-FEB-04,51512,-957.8,"Monthly payment #3",24243
20451,21-MAR-04,51512,-957.8,"Monthly payment #4",24243
20451,23-APR-04,34192,-824.7,"Monthly payment #5",24243
20452,04-NOV-03,29387,4138.74,"Order was shipped",24244
20452,06-JAN-04,46583,-2045.94,"Monthly payment #1",24244
20452,07-FEB-04,29387,-2092.8,"Monthly payment #2",24244
20453,19-NOV-03,29387,-4703.19,"Single/final payment for purchase",24245
20453,19-OCT-03,29387,4703.2,"Order was shipped",24245
20454,02-NOV-03,29387,4160.45,"Order was shipped",24246
20454,05-DEC-03,29387,-4160.44,"Single/final payment for purchase",24246
20455,11-SEP-03,15293,4649.58,"Order was shipped",24247
20455,16-OCT-03,29387,-4649.57,"Single/final payment for purchase",24247
20456,09-OCT-03,51512,3695.19,"Order was shipped",24248
20456,13-NOV-03,29387,-3695.19,"Single/final payment for purchase",24248
20457,22-SEP-03,87295,2857.79,"Order was shipped",24249
20457,26-NOV-03,51512,-578.13,"Monthly payment #1",24249
20457,25-DEC-03,87295,-578.13,"Monthly payment #2",24249
20457,26-JAN-04,34192,-578.13,"Monthly payment #3",24249
20457,23-FEB-04,98766,-545.25,"Monthly payment #4",24249
20457,25-MAR-04,34192,-578.1499,"Monthly payment #5",24249
20458,07-NOV-03,87295,3419.5,"Order was shipped",24250
